Chr : 16 || GC : 1000 || CM : 70 is a Match
Chr : 16 || GC : 2242 || CM : 85 is a Match
Chr : 6 || GC : 2245 || CM : 74 is a Match
Chr : 12 || GC : 2247 || CM : 99 is a Match
Chr : 2 || GC : 2249 || CM : 185 is a Match
Chr : 1 || GC : 2251 || CM : 101 is a Match
Chr : 10 || GC : 2253 || CM : 120 is a Match
Chr : 12 || GC : 2254 || CM : 63 is a Match
Chr : 6 || GC : 2255 || CM : 89 is a Match
Chr : 13 || GC : 2256 || CM : 78 is a Match
Chr : 8 || GC : 2256 || CM : 28 is a Match
Chr : 14 || GC : 2258 || CM : 78 is a Match
Chr : 1 || GC : 2259 || CM : 153 is a Match
Chr : 8 || GC : 2260 || CM : 90 is a Match
Chr : 10 || GC : 2261 || CM : 67 is a Match
Chr : 22 || GC : 2265 || CM : 52 is a Match
Chr : 2 || GC : 2265 || CM : 151 is a Match
Chr : 1 || GC : 2267 || CM : 103 is a Match
Chr : 1 || GC : 2268 || CM : 121 is a Match
Chr : 7 || GC : 2270 || CM : 73 is a Match
Chr : 3 || GC : 2271 || CM : 127 is a Match
Chr : 11 || GC : 2272 || CM : 98 is a Match
Chr : 5 || GC : 2272 || CM : 162 is a Match
Chr : 18 || GC : 2273 || CM : 61 is a Match
Chr : 10 || GC : 2274 || CM : 61 is a Match
Chr : 15 || GC : 2275 || CM : 49 is a Match
Chr : 18 || GC : 2275 || CM : 47 is a Match
Chr : 18 || GC : 2280 || CM : 63 is a Match
Chr : 3 || GC : 2283 || CM : 60 is a Match
Chr : 20 || GC : 2291 || CM : 53 is a Match
Chr : 9 || GC : 2292 || CM : 55 is a Match
Chr : 6 || GC : 2294 || CM : 85 is a Nopes
Chr : 17 || GC : 2297 || CM : 68 is a Match
Chr : 10 || GC : 2307 || CM : 63 is a Match
Chr : 17 || GC : 2310 || CM : 49 is a Match
Chr : 15 || GC : 2313 || CM : 77 is a Match
Chr : 4 || GC : 2313 || CM : 127 is a Match
Chr : 10 || GC : 2318 || CM : 68 is a Match
Chr : 13 || GC : 2319 || CM : 77 is a Match
Chr : 1 || GC : 2319 || CM : 74 is a Match
Chr : 4 || GC : 2322 || CM : 125 is a Match
Chr : 1 || GC : 2324 || CM : 126 is a Match
Chr : 11 || GC : 2328 || CM : 110 is a Match
Chr : 18 || GC : 2328 || CM : 60 is a Match
Chr : 12 || GC : 2331 || CM : 97 is a Match
Chr : 12 || GC : 2336 || CM : 85 is a Match
Chr : 15 || GC : 2336 || CM : 45 is a Match
Chr : 12 || GC : 2338 || CM : 86 is a Match
Chr : 1 || GC : 2338 || CM : 75 is a Match
Chr : 9 || GC : 2338 || CM : 67 is a Match
Chr : 1 || GC : 2340 || CM : 231 is a Match
Chr : 15 || GC : 2341 || CM : 76 is a Match
Chr : 14 || GC : 2342 || CM : 56 is a Match
Chr : 3 || GC : 2344 || CM : 68 is a Match
Chr : 18 || GC : 2346 || CM : 64 is a Match
Chr : 2 || GC : 2347 || CM : 78 is a Match
Chr : 13 || GC : 2348 || CM : 60 is a Match
Chr : 6 || GC : 2348 || CM : 95 is a Match
Chr : 8 || GC : 2348 || CM : 25 is a Match
Chr : 3 || GC : 2354 || CM : 58 is a Match
Chr : 7 || GC : 2355 || CM : 74 is a Match
Chr : 6 || GC : 2359 || CM : 76 is a Match
Chr : 11 || GC : 2361 || CM : 105 is a Match
Chr : 22 || GC : 2367 || CM : 51 is a Match
Chr : 4 || GC : 2367 || CM : 126 is a Match
Chr : 1 || GC : 2368 || CM : 200 is a Match
Chr : 7 || GC : 2372 || CM : 96 is a Match
Chr : 8 || GC : 2372 || CM : 119 is a Match
Chr : 5 || GC : 2374 || CM : 63 is a Match
Chr : 5 || GC : 2374 || CM : 74 is a Match
Chr : 8 || GC : 2375 || CM : 27 is a Match
Chr : 2 || GC : 2377 || CM : 113 is a Match
Chr : 5 || GC : 2380 || CM : 67 is a Match
Chr : 15 || GC : 2383 || CM : 46 is a Match
Chr : 10 || GC : 2385 || CM : 62 is a Match
Chr : 3 || GC : 2386 || CM : 163 is a Match
Chr : 8 || GC : 2386 || CM : 26 is a Match
Chr : 2 || GC : 2387 || CM : 188 is a Match
Chr : 8 || GC : 2388 || CM : 116 is a Match
Chr : 1 || GC : 2390 || CM : 234 is a Match
Chr : 10 || GC : 2391 || CM : 121 is a Match
Chr : 2 || GC : 2392 || CM : 166 is a Match
Chr : 8 || GC : 2392 || CM : 95 is a Match
Chr : 20 || GC : 2393 || CM : 49 is a Match
Chr : 1 || GC : 2397 || CM : 232 is a Match
Chr : 6 || GC : 2399 || CM : 81 is a Nopes
Chr : 2 || GC : 2403 || CM : 77 is a Match
Chr : 3 || GC : 2403 || CM : 59 is a Match
Chr : 6 || GC : 2406 || CM : 75 is a Match
Chr : 9 || GC : 2408 || CM : 66 is a Match
Chr : 2 || GC : 2409 || CM : 111 is a Match
Chr : 2 || GC : 2411 || CM : 71 is a Match
Chr : 8 || GC : 2415 || CM : 96 is a Match
Chr : 11 || GC : 2417 || CM : 97 is a Match
Chr : 3 || GC : 2417 || CM : 110 is a Match
Chr : 5 || GC : 2419 || CM : 66 is a Match
Chr : 16 || GC : 2421 || CM : 93 is a Match
Chr : 14 || GC : 2422 || CM : 41 is a Match
Chr : 10 || GC : 2423 || CM : 119 is a Match
Chr : 2 || GC : 2424 || CM : 167 is a Match
Chr : 7 || GC : 2424 || CM : 98 is a Match
Chr : 8 || GC : 2424 || CM : 117 is a Match
Chr : 12 || GC : 2430 || CM : 62 is a Match
Chr : 2 || GC : 2431 || CM : 186 is a Match
Chr : 1 || GC : 2432 || CM : 124 is a Match
Chr : 1 || GC : 2439 || CM : 125 is a Match
Chr : 11 || GC : 2440 || CM : 93 is a Match
Chr : 16 || GC : 2442 || CM : 92 is a Match
Chr : 7 || GC : 2448 || CM : 97 is a Match
Chr : 5 || GC : 2451 || CM : 73 is a Match
Chr : 11 || GC : 2453 || CM : 107 is a Match
Chr : 10 || GC : 2457 || CM : 60 is a Match
Chr : 8 || GC : 2463 || CM : 118 is a Match
Chr : 11 || GC : 2469 || CM : 91 is a Match
Chr : 8 || GC : 2472 || CM : 115 is a Match
Chr : 1 || GC : 2482 || CM : 152 is a Match
Chr : 10 || GC : 2493 || CM : 118 is a Match
Chr : 14 || GC : 2496 || CM : 42 is a Match
Chr : 1 || GC : 2501 || CM : 199 is a Match
Chr : 14 || GC : 2508 || CM : 43 is a Match
Chr : 22 || GC : 2513 || CM : 50 is a Match
Chr : 11 || GC : 2517 || CM : 96 is a Match
Chr : 1 || GC : 2518 || CM : 233 is a Match
Chr : 20 || GC : 2529 || CM : 52 is a Match
Chr : 2 || GC : 2541 || CM : 148 is a Match
Chr : 11 || GC : 2548 || CM : 108 is a Match
Chr : 6 || GC : 2550 || CM : 123 is a Match
Chr : 6 || GC : 2552 || CM : 82 is a Nopes
Chr : 3 || GC : 2554 || CM : 67 is a Match
Chr : 2 || GC : 2557 || CM : 187 is a Match
Chr : 11 || GC : 2570 || CM : 92 is a Match
Chr : 17 || GC : 2571 || CM : 70 is a Match
Chr : 6 || GC : 2573 || CM : 120 is a Match
Chr : 3 || GC : 2581 || CM : 167 is a Match
Chr : 3 || GC : 2590 || CM : 104 is a Match
Chr : 2 || GC : 2607 || CM : 73 is a Match
Chr : 6 || GC : 2621 || CM : 84 is a Nopes
Chr : 20 || GC : 2633 || CM : 50 is a Match
Chr : 6 || GC : 2637 || CM : 90 is a Match
Chr : 2 || GC : 2639 || CM : 112 is a Match
Chr : 6 || GC : 2640 || CM : 83 is a Nopes
Chr : 3 || GC : 2660 || CM : 66 is a Match
Chr : 15 || GC : 2671 || CM : 47 is a Match
Chr : 11 || GC : 2687 || CM : 94 is a Match
Chr : 11 || GC : 2693 || CM : 106 is a Match
Chr : 10 || GC : 2699 || CM : 59 is a Match
Chr : 11 || GC : 2700 || CM : 109 is a Match
Chr : 17 || GC : 2703 || CM : 69 is a Match
Chr : 13 || GC : 2713 || CM : 59 is a Match
Chr : 20 || GC : 2714 || CM : 51 is a Match
Chr : 14 || GC : 2716 || CM : 39 is a Match
Chr : 14 || GC : 2730 || CM : 40 is a Match
Chr : 3 || GC : 2737 || CM : 109 is a Match
Chr : 6 || GC : 2742 || CM : 91 is a Match
Chr : 5 || GC : 2743 || CM : 64 is a Match
Chr : 11 || GC : 2752 || CM : 95 is a Match
Chr : 3 || GC : 2770 || CM : 65 is a Match
Chr : 11 || GC : 2773 || CM : 69 is a Match
Chr : 17 || GC : 2804 || CM : 52 is a Match
Chr : 13 || GC : 2831 || CM : 56 is a Match
Chr : 5 || GC : 2841 || CM : 65 is a Match
Chr : 6 || GC : 2864 || CM : 94 is a Match
Chr : 2 || GC : 2865 || CM : 76 is a Match
Chr : 1 || GC : 2875 || CM : 123 is a Match
Chr : 6 || GC : 2883 || CM : 122 is a Match
Chr : 2 || GC : 2916 || CM : 72 is a Match
Chr : 17 || GC : 2921 || CM : 51 is a Match
Chr : 3 || GC : 2928 || CM : 166 is a Match
Chr : 3 || GC : 2935 || CM : 164 is a Match
Chr : 3 || GC : 2936 || CM : 105 is a Match
Chr : 6 || GC : 2949 || CM : 121 is a Match
Chr : 1 || GC : 2978 || CM : 122 is a Match
Chr : 13 || GC : 3003 || CM : 58 is a Match
Chr : 13 || GC : 3030 || CM : 51 is a Match
Chr : 17 || GC : 3041 || CM : 50 is a Match
Chr : 3 || GC : 3065 || CM : 165 is a Match
Chr : 2 || GC : 3075 || CM : 74 is a Match
Chr : 3 || GC : 3084 || CM : 108 is a Match
Chr : 6 || GC : 3092 || CM : 93 is a Match
Chr : 13 || GC : 3109 || CM : 57 is a Match
Chr : 11 || GC : 3178 || CM : 67 is a Match
Chr : 11 || GC : 3189 || CM : 65 is a Match
Chr : 3 || GC : 3232 || CM : 106 is a Match
Chr : 2 || GC : 3240 || CM : 75 is a Match
Chr : 6 || GC : 3252 || CM : 92 is a Match
Chr : 11 || GC : 3274 || CM : 66 is a Match
Chr : 13 || GC : 3277 || CM : 53 is a Match
Chr : 12 || GC : 3351 || CM : 54 is a Match
Chr : 15 || GC : 3352 || CM : 48 is a Match
Chr : 11 || GC : 3380 || CM : 68 is a Match
Chr : 13 || GC : 3389 || CM : 55 is a Match
Chr : 13 || GC : 3437 || CM : 52 is a Match
Chr : 13 || GC : 3480 || CM : 54 is a Match
Chr : 6 || GC : 3509 || CM : 54 is a Match
Chr : 12 || GC : 3550 || CM : 58 is a Match
Chr : 3 || GC : 3556 || CM : 107 is a Match
Chr : 12 || GC : 3678 || CM : 57 is a Match
Chr : 12 || GC : 3701 || CM : 56 is a Match
Chr : 12 || GC : 3732 || CM : 55 is a Match
Chr : 15 || GC : 260 || CM : 8 is a Match
Chr : 17 || GC : 267 || CM : 126 is a Match
Chr : 15 || GC : 274 || CM : 12 is a Match
Chr : 19 || GC : 276 || CM : 95 is a Match
Chr : 14 || GC : 284 || CM : 114 is a Match
Chr : 19 || GC : 285 || CM : 96 is a Match
Chr : 22 || GC : 286 || CM : 1 is a Match
Chr : 19 || GC : 287 || CM : 97 is a Match
Chr : 17 || GC : 290 || CM : 127 is a Match
Chr : 22 || GC : 302 || CM : 30 is a Match
Chr : 22 || GC : 302 || CM : 71 is a Match
Chr : 22 || GC : 309 || CM : 2 is a Match
Chr : 22 || GC : 309 || CM : 67 is a Match
Chr : 9 || GC : 309 || CM : 156 is a Match
Chr : 9 || GC : 310 || CM : 155 is a Match
Chr : 19 || GC : 311 || CM : 6 is a Match
Chr : 17 || GC : 313 || CM : 129 is a Match
Chr : 19 || GC : 316 || CM : 82 is a Match
Chr : 18 || GC : 318 || CM : 123 is a Match
Chr : 22 || GC : 318 || CM : 70 is a Match
Chr : 14 || GC : 319 || CM : 120 is a Match
Chr : 22 || GC : 322 || CM : 45 is a Match
Chr : 19 || GC : 323 || CM : 84 is a Match
Chr : 19 || GC : 330 || CM : 83 is a Match
Chr : 17 || GC : 332 || CM : 122 is a Match
Chr : 15 || GC : 335 || CM : 9 is a Match
Chr : 19 || GC : 336 || CM : 8 is a Match
Chr : 22 || GC : 336 || CM : 27 is a Match
Chr : 19 || GC : 339 || CM : 7 is a Match
Chr : 19 || GC : 339 || CM : 94 is a Match
Chr : 19 || GC : 342 || CM : 85 is a Match
Chr : 19 || GC : 344 || CM : 5 is a Match
Chr : 19 || GC : 349 || CM : 51 is a Match
Chr : 16 || GC : 351 || CM : 98 is a Match
Chr : 17 || GC : 352 || CM : 84 is a Match
Chr : 1 || GC : 359 || CM : 0 is a Match
Chr : 19 || GC : 361 || CM : 4 is a Match
Chr : 19 || GC : 361 || CM : 98 is a Match
Chr : 17 || GC : 362 || CM : 83 is a Match
Chr : 19 || GC : 364 || CM : 3 is a Match
Chr : 17 || GC : 365 || CM : 121 is a Match
Chr : 17 || GC : 365 || CM : 128 is a Match
Chr : 19 || GC : 365 || CM : 2 is a Match
Chr : 15 || GC : 368 || CM : 14 is a Match
Chr : 14 || GC : 371 || CM : 113 is a Match
Chr : 12 || GC : 375 || CM : 170 is a Match
Chr : 9 || GC : 377 || CM : 154 is a Match
Chr : 19 || GC : 379 || CM : 93 is a Match
Chr : 1 || GC : 379 || CM : 1 is a Match
Chr : 9 || GC : 379 || CM : 157 is a Match
Chr : 15 || GC : 380 || CM : 5 is a Match
Chr : 19 || GC : 381 || CM : 81 is a Match
Chr : 19 || GC : 383 || CM : 1 is a Match
Chr : 1 || GC : 384 || CM : 2 is a Match
Chr : 14 || GC : 385 || CM : 3 is a Match
Chr : 19 || GC : 386 || CM : 86 is a Match
Chr : 14 || GC : 389 || CM : 1 is a Match
Chr : 17 || GC : 392 || CM : 107 is a Match
Chr : 9 || GC : 392 || CM : 158 is a Match
Chr : 15 || GC : 393 || CM : 11 is a Match
Chr : 19 || GC : 393 || CM : 9 is a Match
Chr : 16 || GC : 398 || CM : 99 is a Match
Chr : 19 || GC : 400 || CM : 99 is a Match
Chr : 15 || GC : 401 || CM : 10 is a Match
Chr : 14 || GC : 405 || CM : 2 is a Match
Chr : 22 || GC : 416 || CM : 8 is a Match
Chr : 12 || GC : 417 || CM : 167 is a Match
Chr : 17 || GC : 417 || CM : 106 is a Match
Chr : 15 || GC : 419 || CM : 124 is a Match
Chr : 22 || GC : 420 || CM : 31 is a Match
Chr : 18 || GC : 421 || CM : 122 is a Match
Chr : 18 || GC : 421 || CM : 25 is a Match
Chr : 22 || GC : 425 || CM : 3 is a Match
Chr : 1 || GC : 430 || CM : 272 is a Match
Chr : 19 || GC : 432 || CM : 92 is a Match
Chr : 9 || GC : 433 || CM : 153 is a Match
Chr : 14 || GC : 435 || CM : 30 is a Match
Chr : 3 || GC : 436 || CM : 196 is a Match
Chr : 12 || GC : 437 || CM : 168 is a Match
Chr : 17 || GC : 438 || CM : 108 is a Match
Chr : 20 || GC : 438 || CM : 104 is a Match
Chr : 17 || GC : 440 || CM : 0 is a Match
Chr : 20 || GC : 442 || CM : 106 is a Match
Chr : 22 || GC : 442 || CM : 56 is a Match
Chr : 17 || GC : 443 || CM : 1 is a Match
Chr : 12 || GC : 448 || CM : 169 is a Match
Chr : 20 || GC : 448 || CM : 105 is a Match
Chr : 20 || GC : 448 || CM : 14 is a Match
Chr : 16 || GC : 451 || CM : 124 is a Match
Chr : 19 || GC : 451 || CM : 10 is a Match
Chr : 1 || GC : 452 || CM : 3 is a Match
Chr : 22 || GC : 452 || CM : 6 is a Match
Chr : 19 || GC : 455 || CM : 47 is a Match
Chr : 2 || GC : 457 || CM : 15 is a Match
Chr : 3 || GC : 459 || CM : 214 is a Match
Chr : 20 || GC : 460 || CM : 103 is a Match
Chr : 22 || GC : 461 || CM : 5 is a Match
Chr : 22 || GC : 461 || CM : 55 is a Match
Chr : 17 || GC : 462 || CM : 120 is a Match
Chr : 17 || GC : 463 || CM : 82 is a Match
Chr : 22 || GC : 463 || CM : 66 is a Match
Chr : 17 || GC : 466 || CM : 26 is a Match
Chr : 18 || GC : 466 || CM : 26 is a Match
Chr : 3 || GC : 466 || CM : 195 is a Match
Chr : 19 || GC : 467 || CM : 74 is a Match
Chr : 15 || GC : 468 || CM : 15 is a Match
Chr : 16 || GC : 469 || CM : 97 is a Match
Chr : 9 || GC : 471 || CM : 162 is a Match
Chr : 13 || GC : 473 || CM : 119 is a Match
Chr : 22 || GC : 473 || CM : 4 is a Match
Chr : 9 || GC : 474 || CM : 159 is a Match
Chr : 15 || GC : 476 || CM : 24 is a Match
Chr : 20 || GC : 476 || CM : 107 is a Match
Chr : 22 || GC : 476 || CM : 44 is a Match
Chr : 13 || GC : 478 || CM : 118 is a Match
Chr : 17 || GC : 479 || CM : 24 is a Match
Chr : 9 || GC : 479 || CM : 152 is a Match
Chr : 15 || GC : 482 || CM : 23 is a Match
Chr : 2 || GC : 482 || CM : 16 is a Match
Chr : 17 || GC : 483 || CM : 118 is a Match
Chr : 19 || GC : 484 || CM : 11 is a Match
Chr : 18 || GC : 485 || CM : 23 is a Match
Chr : 14 || GC : 486 || CM : 4 is a Match
Chr : 17 || GC : 488 || CM : 25 is a Match
Chr : 19 || GC : 488 || CM : 24 is a Match
Chr : 3 || GC : 488 || CM : 213 is a Match
Chr : 2 || GC : 489 || CM : 17 is a Match
Chr : 14 || GC : 490 || CM : 29 is a Match
Chr : 1 || GC : 490 || CM : 273 is a Match
Chr : 12 || GC : 492 || CM : 166 is a Match
Chr : 18 || GC : 494 || CM : 22 is a Match
Chr : 20 || GC : 497 || CM : 15 is a Match
Chr : 17 || GC : 501 || CM : 23 is a Match
Chr : 18 || GC : 502 || CM : 24 is a Match
Chr : 18 || GC : 503 || CM : 21 is a Match
Chr : 1 || GC : 504 || CM : 262 is a Match
Chr : 20 || GC : 505 || CM : 13 is a Match
Chr : 22 || GC : 506 || CM : 46 is a Match
Chr : 17 || GC : 507 || CM : 40 is a Match
Chr : 17 || GC : 510 || CM : 58 is a Match
Chr : 12 || GC : 511 || CM : 165 is a Match
Chr : 1 || GC : 511 || CM : 264 is a Match
Chr : 1 || GC : 511 || CM : 271 is a Match
Chr : 4 || GC : 512 || CM : 200 is a Match
Chr : 6 || GC : 7014 || CM : 49 is a Match
